,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
973,"交通工程,交通管理工程 ",交通运输工程类 ,政法,不限,无学位,本科及以上,27,1,市公安局,不限,不限,浦东分局,2010974,交通工程,主要从事道路交通设施规划及相关交通管理工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
974,法医学 ,法医学 ,政法,不限,无学位,本科及以上,28,1,市公安局,不限,不限,浦东分局,2010975,法医,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
975,"法医学,化学,生物科学类  ","法医学,生物学类,遗传学 ",政法,不限,无学位,本科及以上,29,1,市公安局,不限,不限,浦东分局,2010976,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
976,外国语言文学类 ,外国语言文学类 ,政法,不限,无学位,本科及以上,30,1,市公安局,不限,不限,浦东分局,2010977,外语,主要从事外国语言翻译或相关涉外案事件的处置等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。朝鲜语专业。此职位面向男性招考。 ,False,0,True,1,1
977,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,31,2,市公安局,不限,不限,黄浦分局,2010978,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,2,2
978,"法学,侦查学,经济学  ","法学,经济学,金融学 ",政法,不限,无学位,本科及以上,32,1,市公安局,不限,不限,黄浦分局,2010979,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
979,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,33,3,市公安局,不限,不限,徐汇分局,2010980,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,3,3
980,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,34,3,市公安局,不限,不限,长宁分局,2010981,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,3,3
981,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,35,3,市公安局,不限,不限,静安分局,2010982,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,3,3
982,"法医学,化学,生物科学类  ","法医学,生物学类,遗传学 ",政法,不限,无学位,本科及以上,36,1,市公安局,不限,不限,静安分局,2010983,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
983,"法医学,化学,生物科学类  ","法医学,生物学类,遗传学 ",政法,不限,无学位,本科及以上,37,1,市公安局,不限,不限,静安分局,2010984,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向女性招考。 ,True,1,False,0,1
984,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,38,3,市公安局,不限,不限,普陀分局,2010985,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,3,3
985,"法学,侦查学,经济学  ","法学,经济学,金融学 ",政法,不限,无学位,本科及以上,39,1,市公安局,不限,不限,普陀分局,2010986,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
986,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,40,2,市公安局,不限,不限,虹口分局,2010987,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,2,2
987,"法医学,化学,生物科学类  ","法医学,生物学类,遗传学 ",政法,不限,无学位,本科及以上,41,1,市公安局,不限,不限,虹口分局,2010988,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
988,"法学,侦查学,经济学  ","法学,经济学,金融学 ",政法,不限,无学位,本科及以上,42,1,市公安局,不限,不限,虹口分局,2010989,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
989,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,43,2,市公安局,不限,不限,杨浦分局,2010990,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,2,2
990,"法学,侦查学,经济学  ","法学,经济学,金融学 ",政法,不限,无学位,本科及以上,44,1,市公安局,不限,不限,杨浦分局,2010991,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
991,"法医学,化学,生物科学类  ","法医学,生物学类,遗传学 ",政法,不限,无学位,本科及以上,45,1,市公安局,不限,不限,杨浦分局,2010992,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
992,"法医学,化学,生物科学类  ","法医学,生物学类,遗传学 ",政法,不限,无学位,本科及以上,46,1,市公安局,不限,不限,杨浦分局,2010993,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向女性招考。 ,True,1,False,0,1
993,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,47,2,市公安局,不限,不限,闵行分局,2010994,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,2,2
994,"法学,侦查学,经济学  ","法学,经济学,金融学 ",政法,不限,无学位,本科及以上,48,1,市公安局,不限,不限,闵行分局,2010995,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
995,"法医学,化学,生物科学类  ","法医学,生物学类,遗传学 ",政法,不限,无学位,本科及以上,49,2,市公安局,不限,不限,闵行分局,2010996,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,2,2
996,临床医学 ,临床医学类 ,卫生健康管理,不限,无学位,本科及以上,50,1,市公安局,不限,不限,闵行分局,2010997,医务,负责监管场所临床医务等工作。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。不满2年工作经历的人员，须在录用后1年内取得《医师执业证书》；满2年以上工作经历的人员，须具有《医师资格证书》和《医师执业证书》。工作强度较大，适合男性报考。 ,False,0,True,1,1
997,外国语言文学类 ,外国语言文学类 ,政法,不限,无学位,本科及以上,51,1,市公安局,不限,不限,闵行分局,2010998,外语,主要从事外国语言翻译或相关涉外案事件的处置等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。阿拉伯语、朝鲜语等小语种专业。此职位面向男性招考。 ,False,0,True,1,1
998,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,52,2,市公安局,不限,不限,宝山分局,2010999,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,2,2
999,新闻传播学类 ,新闻传播学类 ,政法,不限,无学位,本科及以上,53,1,市公安局,不限,不限,宝山分局,2011000,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
1000,外国语言文学类 ,外国语言文学类 ,政法,不限,无学位,本科及以上,54,1,市公安局,不限,不限,宝山分局,2011001,外语,主要从事外国语言翻译或相关涉外案事件的处置等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。英语（专业八级以上）、俄语、朝鲜语等小语种专业。此职位面向男性招考。 ,False,0,True,1,1
1001,外国语言文学类 ,外国语言文学类 ,政法,不限,无学位,本科及以上,55,1,市公安局,不限,不限,宝山分局,2011002,外语,主要从事外国语言翻译或相关涉外案事件的处置等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。英语（专业八级以上）、俄语、朝鲜语等小语种专业。此职位面向女性招考。 ,True,1,False,0,1
1002,"法学,侦查学,经济学  ","法学,经济学,金融学 ",政法,不限,无学位,本科及以上,56,1,市公安局,不限,不限,嘉定分局,2011003,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
1003,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,57,2,市公安局,不限,不限,松江分局,2011004,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,2,2
1004,"法学,新闻传播学类,经济学  ","法学,经济学,新闻传播学类 ",政法,不限,无学位,本科及以上,58,2,市公安局,不限,不限,松江分局,2011005,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,2,2
1005,"会计学,审计学 ",会计学 ,财经管理,不限,无学位,本科及以上,59,1,市公安局,不限,不限,松江分局,2011006,审计及会计,主要从事审计、会计或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历，具有相关资格证书。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,1,1
1006,刑事科学技术 ,,政法,不限,无学位,本科及以上,60,1,市公安局,不限,不限,松江分局,2011007,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制学历电子物证、视听、图像技术等专业。此职位面向男性招考。 ,False,0,True,1,1
1007,临床医学 ,临床医学类 ,卫生健康管理,不限,无学位,本科及以上,61,1,市公安局,不限,不限,松江分局,2011008,医务,负责监管场所临床医务等工作。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。不满2年工作经历的人员，须在录用后1年内取得《医师执业证书》；满2年以上工作经历的人员，须具有《医师资格证书》和《医师执业证书》。工作强度较大，适合男性报考。 ,False,0,True,1,1
1008,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,62,1,市公安局,不限,不限,金山分局,2011009,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,1,1
1009,刑事科学技术 ,,政法,不限,无学位,本科及以上,63,1,市公安局,不限,不限,金山分局,2011010,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制学历电子物证、视听、图像技术等专业。此职位面向男性招考。 ,False,0,True,1,1
1010,"法学,侦查学,经济学  ","法学,经济学,新闻传播学类 ",政法,不限,无学位,本科及以上,64,1,市公安局,不限,不限,金山分局,2011011,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
1011,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,65,2,市公安局,不限,不限,青浦分局,2011012,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,2,2
1012,"会计学,审计学 ",会计学 ,财经管理,不限,无学位,本科及以上,66,1,市公安局,不限,不限,青浦分局,2011013,审计及会计,主要从事审计、会计或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历，具有相关资格证书。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,1,1
1013,"法医学,刑事科学技术,生物科学类  ","法医学,生物学类,遗传学 ",政法,不限,无学位,本科及以上,67,4,市公安局,不限,不限,青浦分局,2011014,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制法医、计算机、电子物证、信通、视听、图像、声纹、警犬技术等专业。此职位面向男性招考。 ,False,0,True,4,4
1014,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,68,3,市公安局,不限,不限,奉贤分局,2011015,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,3,3
1015,"法学,侦查学,经济学  ","法学,经济学,新闻传播学类 ",政法,不限,无学位,本科及以上,69,1,市公安局,不限,不限,奉贤分局,2011016,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
1016,"计算机科学与技术,网络工程,数学类  ","计算机科学与技术类,数学类,信息与通信工程类 ",信息管理,不限,无学位,本科及以上,70,2,市公安局,不限,不限,崇明分局,2011017,计算机网络及通讯,主要从事计算机网络案件办理或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,2,2
1017,"法学,侦查学,经济学  ","法学,经济学,新闻传播学类 ",政法,不限,无学位,本科及以上,71,1,市公安局,不限,不限,崇明分局,2011018,法制及侦查,主要从事各类案件侦查、办理、审核或开展相关领域的法制研究等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
1018,"刑事科学技术,法医学,生物科学类  ","法医学,生物学类,遗传学 ",政法,不限,无学位,本科及以上,72,1,市公安局,不限,不限,崇明分局,2011019,刑事技术,主要从事案件现场勘查、生物物证检验鉴定等工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。须为全日制相关专业学历。此职位面向男性招考。 ,False,0,True,1,1
1019,"会计学,审计学 ",会计学 ,财经管理,不限,无学位,本科及以上,73,1,市公安局,不限,不限,崇明分局,2011020,审计及会计,主要从事审计、会计或利用专业知识为公安业务工作提供支撑保障。,符合公安机关录用人民警察条件。,须为全日制相关专业学历，具有相关资格证书。非应届生须具有相关专业岗位工作经历。工作强度较大，适合男性报考。 ,False,0,True,1,1
1020,不限 ,不限 ,政法,不限,无学位,本科及以上,74,630,市公安局,不限,不限,下属分局,2011021,基础勤务,主要从事基层综合执法勤务工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。分配去向主要为分局基层执法部门。此职位面向男性招考。 ,False,0,True,630,630
1021,不限 ,不限 ,政法,不限,无学位,本科及以上,75,70,市公安局,不限,不限,下属分局,2011022,基础勤务,主要从事基层综合执法勤务工作。,符合公安机关录用人民警察条件。,基层人民警察政法类职位。最低服务年限为5年。分配去向主要为分局基层执法部门。此职位面向女性招考。 ,True,70,False,0,70
1022,计算机类 ,计算机科学与技术类 ,信息管理,不限,学士,本科及以上,76,1,市财政局,不限,不限,上海市财政局监督检查局,2011023,四级主任科员及以下,从事市级对口范围相关财政监督等工作，承办市局交办的其他工作。,无,最低服务年限五年。 ,False,0,False,0,1
1023,经济学 ,经济学 ,财经管理,不限,学士,本科及以上,77,5,市财政局,不限,不限,上海市财政局监督检查局,2011024,四级主任科员及以下,从事市级对口范围相关财政监督等工作，承办市局交办的其他工作。,最低服务年限五年。,最低服务年限五年。 ,False,0,False,0,5
1024,不限 ,不限 ,政法,不限,学士,本科及以上,78,4,市监狱管理局,不限,不限,五角场监狱,2011025,管教职位科员,从事罪犯的教育和管理工作,1、符合监狱人民警察录用条件；2、大学英语四级合格或成绩425分及以上。,1、基层人民警察政法类职位，最低服务年限为5年；2、教育学、心理学、法学类专业优先；3、限招男性。  ,False,0,True,4,4
1025,"土木类,土木工程,建筑类  ","建筑学类,土木工程类 ",政法,不限,学士,本科及以上,79,1,市监狱管理局,不限,不限,五角场监狱,2011026,后勤管理职位科员,从事工程建设管理及相关工作,1、符合监狱人民警察录用条件；2、具有基建核算、工程造价、工程监理等行业从业经验；3、大学英语四级合格或成绩425分及以上。,1、基层人民警察政法类职位，最低服务年限为5年；2、限招男性。  ,False,0,True,1,1
1026,不限 ,不限 ,政法,不限,学士,本科及以上,80,5,市监狱管理局,不限,不限,北新泾监狱,2011027,管教职位科员,从事罪犯的教育和管理工作,1、符合监狱人民警察录用条件；2、大学英语四级合格或成绩425分及以上。,1、基层人民警察政法类职位，最低服务年限为5年；2、教育学、心理学、法学类专业优先；3、限招男性。  ,False,0,True,5,5
1027,不限 ,不限 ,政法,不限,学士,本科及以上,81,40,市监狱管理局,不限,不限,白茅岭监狱,2011028,管教职位科员,从事罪犯的教育和管理工作,1、符合监狱人民警察录用条件；2、大学英语四级合格或成绩425分及以上。,1、工作地点在安徽省郎溪县；2、基层人民警察政法类职位，最低服务年限为5年；3、教育学、心理学、法学类专业优先；4、限招男性。  ,False,0,True,40,40
1028,不限 ,不限 ,政法,不限,学士,本科及以上,82,38,市监狱管理局,不限,不限,军天湖监狱,2011029,管教职位科员,从事罪犯的教育和管理工作,1、符合监狱人民警察录用条件；2、大学英语四级合格或成绩425分及以上。,1、工作地点在安徽省宣城市；2、基层人民警察政法类职位，最低服务年限为5年；3、教育学、心理学、法学类专业优先；4、限招男性。  ,False,0,True,38,38
1029,"影视摄影与制作,动画,戏剧与影视学类  ","新闻传播学类,广播电视艺术学 ",政法,不限,学士,本科及以上,83,1,市监狱管理局,不限,不限,军天湖监狱,2011030,新闻宣传职位科员,从事影像资料的采集和编辑工作,1、符合监狱人民警察录用条件；2、熟练掌握多媒体制作技术；3、大学英语四级合格或成绩425分及以上。,1、工作地点在安徽省宣城市；2、基层人民警察政法类职位，最低服务年限为5年；3、限招男性。  ,False,0,True,1,1
1030,"心理学类,应用心理学,教育学类  ","心理学类,应用心理学,教育学类 ",政法,不限,学士,本科及以上,84,1,市监狱管理局,不限,不限,军天湖监狱,2011031,心理矫治职位科员,从事罪犯的心理健康咨询和指导,1、符合监狱人民警察录用条件；2、具有较强的表达和沟通能力；3、大学英语四级合格或成绩425分及以上。,1、工作地点在安徽省宣城市；2、基层人民警察政法类职位，最低服务年限为5年；3、限招男性。  ,False,0,True,1,1
1031,不限 ,不限 ,政法,不限,学士,本科及以上,85,8,市监狱管理局,不限,不限,四岔河监狱,2011032,管教职位科员,从事罪犯的教育和管理工作,1、符合监狱人民警察录用条件；2、大学英语四级合格或成绩425分及以上。,1、工作地点在江苏省大丰市；2、基层人民警察政法类职位，最低服务年限为5年；3、教育学、心理学、法学类专业优先；4、限招男性。  ,False,0,True,8,8
1032,"土木类,土木工程,建筑类  ","土木工程类,建筑学类 ",政法,不限,学士,本科及以上,86,1,市监狱管理局,不限,不限,四岔河监狱,2011033,后勤管理职位科员,从事工程建设管理及相关工作,1、符合监狱人民警察录用条件；2、具有基建核算、工程造价、工程监理等行业从业经验；大学英语四级合格或成绩425分及以上。,1、工作地点在江苏省大丰市；2、基层人民警察政法类职位，最低服务年限为5年；3、限招男性。  ,False,0,True,1,1
1033,"会计学,财务管理,财政学类  ","会计学,财政学 ",政法,不限,学士,本科及以上,87,2,市监狱管理局,不限,不限,四岔河监狱,2011034,财会职位科员,从事财会工作,1、符合监狱人民警察录用条件；2、有较熟练的计算机操作技能；3、大学英语四级合格或成绩425分及以上。,1、工作地点在江苏省大丰市；2、基层人民警察政法类职位，最低服务年限为5年；3、限招男性。  ,False,0,True,2,2
1034,"审计学,会计学,财务管理  ","会计学,财政学 ",政法,不限,学士,本科及以上,88,1,市监狱管理局,不限,不限,四岔河监狱,2011035,审计职位科员,从事审计工作,1、符合监狱人民警察录用条件；2、具有较强的组织协调沟通能力和独立分析判断能力；3、良好的书面报告撰写能力和语言表达能力；4、大学英语四级合格或成绩425分及以上。,1、工作地点在江苏省大丰市；2、基层人民警察政法类职位，最低服务年限为5年；3、限招男性。  ,False,0,True,1,1
1035,不限 ,不限 ,政法,不限,学士,本科及以上,89,16,市监狱管理局,不限,不限,吴家洼监狱,2011036,管教职位科员,从事罪犯的教育和管理工作,1、符合监狱人民警察录用条件；2、大学英语四级合格或成绩425分及以上。,1、工作地点在江苏省东台市；2、基层人民警察政法类职位，最低服务年限为5年；3、教育学、心理学、法学类专业优先；4、限招男性。  ,False,0,True,16,16
1036,"中国语言文学类,新闻传播学类,秘书学  ","中国语言文学类,新闻传播学类 ",政法,不限,学士,本科及以上,90,1,市监狱管理局,不限,不限,吴家洼监狱,2011037,文秘职位科员,从事起草文件、编发信息简报等工作,1、符合监狱人民警察录用条件；2、具有较强的文字采编能力及较高的计算机操作水平；3、大学英语四级合格或成绩425分及以上。,1、工作地点在江苏省东台市；2、基层人民警察政法类职位，最低服务年限为5年；3、限招女性。  ,True,1,False,0,1
1037,"会计学,财务管理,财政学类  ","会计学,财政学 ",政法,不限,学士,本科及以上,91,1,市监狱管理局,不限,不限,吴家洼监狱,2011038,财会职位科员,从事财会工作,1、符合监狱人民警察录用条件；2、有较熟练的计算机操作技能；3、大学英语四级合格或成绩425分及以上。,1、工作地点在江苏省东台市；2、基层人民警察政法类职位，最低服务年限为5年；3、限招女性。  ,True,1,False,0,1
1038,不限 ,不限 ,政法,不限,学士,本科及以上,92,15,市监狱管理局,不限,不限,未成年犯管教所,2011039,管教职位科员,从事罪犯的教育和管理工作,1、符合监狱人民警察录用条件；2、大学英语四级合格或成绩425分及以上。,1、基层人民警察政法类职位，最低服务年限为5年；2、教育学、心理学、法学类专业优先；3、限招女性。  ,True,15,False,0,15
1039,不限 ,不限 ,政法,不限,学士,本科及以上,93,3,市监狱管理局,不限,不限,青浦监狱,2011040,管教职位科员,从事罪犯的教育和管理工作,1、符合监狱人民警察录用条件；2、大学英语四级合格或成绩425分及以上。,1、基层人民警察政法类职位，最低服务年限为5年；2、教育学、心理学、法学类专业优先；3、限招男性。  ,False,0,True,3,3
1040,"心理学类,应用心理学,教育学类  ","心理学类,应用心理学,教育学类 ",政法,不限,学士,本科及以上,94,1,市监狱管理局,不限,不限,青浦监狱,2011041,心理矫治职位科员,从事罪犯的心理健康咨询和指导,1、符合监狱人民警察录用条件；2、具有较强的表达和沟通能力；3、大学英语四级合格或成绩425分及以上。,1、基层人民警察政法类职位，最低服务年限为5年；2、限招男性。  ,False,0,True,1,1
1041,"安全科学与工程类,机械类,机械工程  ",机械工程类 ,政法,不限,学士,本科及以上,95,1,市监狱管理局,不限,不限,青浦监狱,2011042,生产安全管理职位科员,从事各类生产现场的管理,1、符合监狱人民警察录用条件；2、具有一定生产现场管理经验；3、大学英语四级合格或成绩425分及以上。,1、基层人民警察政法类职位，最低服务年限为5年；2、有安全生产注册工程师资格的优先；3、限招男性。  ,False,0,True,1,1
1042,不限 ,不限 ,政法,不限,学士,本科及以上,96,10,市监狱管理局,不限,不限,女子监狱,2011043,管教职位科员,从事罪犯的教育和管理工作,1、符合监狱人民警察录用条件；2、大学英语四级合格或成绩425分及以上。,1、基层人民警察政法类职位，最低服务年限为5年；2、教育学、心理学、法学类专业优先；3、限招女性。  ,True,10,False,0,10
1043,不限 ,不限 ,政法,不限,学士,本科及以上,97,4,市监狱管理局,不限,不限,新收犯监狱,2011044,管教职位科员,从事罪犯的教育和管理工作,1、符合监狱人民警察录用条件；2、大学英语四级合格或成绩425分及以上。,1、基层人民警察政法类职位，最低服务年限为5年；2、教育学、心理学、法学类专业优先；3、限招男性。  ,False,0,True,4,4
