,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
0,,法学类 ,政法,二年,硕士,硕士研究生及以上,1,3,市纪委、市监委,具有两年以上基层工作经历的人员,中共党员,市纪委监委机关及派驻机构,2010001,专案查办,主要从事需要有专业知识背景为支撑的专门案件查办工作。,1.全日制硕士研究生，主要专业成绩为良好以上；2.具有两年以上政法相关基层工作经历，有较好的文字综合能力。,服从统一分配。 ,False,0,False,0,3
1,,"中国语言文学类,新闻传播学类,哲学类 ",综合管理,二年,硕士,硕士研究生及以上,2,3,市纪委、市监委,具有两年以上基层工作经历的人员,中共党员,市纪委监委机关及派驻机构,2010002,专案查办,主要从事需要有专业知识背景为支撑的专门案件查办工作。,1.全日制硕士研究生，主要专业成绩为良好以上；2.具有较好的文字综合能力。,服从统一分配。 ,False,0,False,0,3
2,,"应用经济学类,工商管理类,会计学 ",财经管理,二年,硕士,硕士研究生及以上,3,2,市纪委、市监委,具有两年以上基层工作经历的人员,中共党员,市纪委监委机关及派驻机构,2010003,专案查办,主要从事需要有专业知识背景为支撑的专门案件查办工作。,1.全日制硕士研究生，主要专业成绩为良好以上；2.具有两年以上财务管理相关基层工作经历；3.同等条件下，取得经济师、审计师、会计师等资格者优先。,服从统一分配。 ,False,0,False,0,2
3,,计算机科学与技术类 ,信息管理,二年,硕士,硕士研究生及以上,4,1,市纪委、市监委,具有两年以上基层工作经历的人员,中共党员,市纪委监委机关及派驻机构,2010004,专案查办,主要从事需要有专业知识背景为支撑的专门案件查办工作。,全日制硕士研究生，主要专业成绩为良好以上；2.具有较好的文字综合能力。,服从统一分配。 ,False,0,False,0,1
4,,"土地资源管理,公共管理类,行政管理 ",城市建设管理,二年,硕士,硕士研究生及以上,5,1,市纪委、市监委,具有两年以上基层工作经历的人员,中共党员,市纪委监委机关及派驻机构,2010005,专案查办,主要从事需要有专业知识背景为支撑的专门案件查办工作。,全日制硕士研究生，主要专业成绩为良好以上；2.具有较好的文字综合能力。,服从统一分配。 ,False,0,False,0,1
5,"中国语言文学类,政治学类,工商管理类  ","文学,法学,管理学 ",综合管理,二年,学士,本科及以上,6,2,市委办公厅,具有两年以上基层工作经历的人员,中共党员,业务处室,2010006,二级主任科员及以下,从事机关文书管理、文件收发、文稿起草等工作。服从统一分配。,具有信息调研、文稿起草等工作经历。文字综合能力突出的专业可适当放宽。,需值班，男生优先；熟练掌握上海本地语言者优先。 ,False,0,False,0,2
6,"土木工程,建筑类 ","土木工程类,建筑学类 ",城市建设管理,二年,学士,本科及以上,7,1,市委办公厅,具有两年以上基层工作经历的人员,中共党员,业务处室,2010007,二级主任科员及以下,从事后勤管理，房屋更新改造、养护及安全监督管理等工作。服从统一分配。,从事工程建设、房屋维修并负责过一至二项建设或维修项目。有较强的独立工作能力、协调能力、文字表达能力。,需值班，男生优先；熟练掌握上海本地语言者优先。 ,False,0,False,0,1
7,计算机科学与技术 ,计算机科学与技术类 ,信息管理,二年,学士,本科及以上,8,1,市委办公厅,具有两年以上基层工作经历的人员,中共党员,业务处室,2010008,二级主任科员及以下,计算机网络建设与管理。服从统一分配。,有较好的政治素质和保密意识。,,False,0,False,0,1
8,,不限 ,综合管理,二年,硕士,硕士研究生及以上,9,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,理论处,2010009,综合管理二级主任科员及以下,从事马克思主义理论学习、宣传、研究的组织协调工作。,无。,,False,0,False,0,1
9,,"新闻传播学类,中国语言文学类,政治学类 ",综合管理,二年,硕士,硕士研究生及以上,10,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,新闻处,2010010,综合管理二级主任科员及以下,协助开展全市重大新闻宣传报道、新闻舆论工作队伍管理和媒体融合发展。,法学专业也可报考，有新闻从业经验者优先。,,False,0,False,0,1
10,,"文学,艺术学类,新闻传播学类 ",综合管理,二年,硕士,硕士研究生及以上,11,2,市委宣传部,具有两年以上基层工作经历的人员,中共党员,文艺处,2010011,综合管理二级主任科员及以下,主要承担文艺处相关文稿起草工作，组织协调本市文艺创作生产的引导和管理工作，研究文艺动态，组织规划重大文艺创作和文化活动等工作，承担文艺处日常行政工作。,具有较强文字工作能力。,,False,0,False,0,2
11,,"文学,政治学类,管理学 ",综合管理,二年,硕士,硕士研究生及以上,12,2,市委宣传部,具有两年以上基层工作经历的人员,中共党员,宣传处,2010012,综合管理二级主任科员及以下,组织协调全市社会主义核心价值观建设；组织市级重大先进典型宣传学习活动；联系指导全市爱国主义教育基地管理；组织重大形势任务宣传教育活动和重大节庆环境宣传；联系指导各区及委办宣传部社会宣传工作。,社会学专业也可报考，有相关工作经历者优先。,,False,0,False,0,2
12,,经济学 ,综合管理,二年,硕士,硕士研究生及以上,13,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,舆情处,2010013,社会舆情分析二级主任科员及以下,收集政治、经济、社会、文化等领域的重要舆情信息，进行科学分析研判，提出决策建议。,具有较强的社会调查能力，较高的文字写作水平；有相应工作经验者优先。,,False,0,False,0,1
13,,"中国语言文学类,新闻学,行政管理 ",综合管理,二年,硕士,硕士研究生及以上,14,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,传媒监管处,2010014,综合管理二级主任科员及以下,负责期刊管理，期刊综合质量评估、编校质量检查，以及相关从业人员的培训工作等。,具有较强的语言文字能力、较高计算机操作水平，具有新闻出版管理岗位从业经历优先。,,False,0,False,0,1
14,,"中国语言文学类,新闻传播学类,艺术学类 ",综合管理,二年,硕士,硕士研究生及以上,15,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,电影处,2010015,内容管理二级主任科员及以下,参与电影行政事务管理工作，起草相关文件及调研报告。,有相关工作经历者优先。,,False,0,False,0,1
15,,"中国语言文学类,工商管理类,公共管理类 ",综合管理,二年,硕士,硕士研究生及以上,16,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,电影处,2010016,市场管理二级主任科员及以下,参与电影市场管理工作，起草相关文件及调研报告。,有相关工作经历者优先。,,False,0,False,0,1
16,,"工学,管理学 ",综合管理,二年,硕士,硕士研究生及以上,17,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,网络出版处,2010017,综合管理二级主任科员及以下,从事网络出版内容管理与产业推进工作。,无。,,False,0,False,0,1
17,,"法学,公共管理类,工商管理类 ",综合管理,二年,硕士,硕士研究生及以上,18,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,国有资产监督办公室,2010018,综合管理二级主任科员及以下,从事国有资产管理基础工作，部门内外联系、综合协调、文稿信息、档案等部门行政工作。,具有国有资产管理、企业经营管理的工作经验，具备一定的文字组织、表达能力。,,False,0,False,0,1
18,,不限 ,综合管理,二年,硕士,硕士研究生及以上,19,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,基层工作处（统战处）,2010019,党群工作二级主任科员及以下,协调指导下级党组织开展基层党组织建设、党员发展和教育管理，以及基层单位开展文明创建和群众工作等。,具有党务工作经历。有较强文字表达能力和组织协调能力者优先。,,False,0,False,0,1
19,"法学,公共事业管理,行政管理  ",,综合管理,二年,学士,本科,20,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,老干部处,2010020,老干部服务管理二级主任科员及以下,参与宣传系统离退休干部工作组织实施，系统老干部政治待遇工作、党建工作、发挥正能量工作的落实，系统老干部工作的宣传、调研，解答老年人相关政策法律问题，部机关离退休干部的服务管理以及维护老年合法权益等。,熟悉老干部工作相关政策，有老干部服务管理工作经历。,,False,0,False,0,1
20,,"外国语言文学类,新闻传播学类 ",综合管理,二年,硕士,硕士研究生及以上,21,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,对外交流合作处,2010021,综合管理二级主任科员及以下,从事涉外文化交流与合作工作；参加重大文化交流活动组织协调。,1.具备较强的文字写作能力和组织协调能力；2.大学英语六级500分以上或英语专业八级合格3.有综合文稿写作从业经历者优先。,,False,0,False,0,1
21,,不限 ,综合管理,二年,硕士,硕士研究生及以上,22,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,讲师团办公室,2010022,综合管理二级主任科员及以下,从事各级党委中心组学习和基层理论宣讲的组织协调工作。,无。,,False,0,False,0,1
22,,不限 ,综合管理,二年,硕士,硕士研究生及以上,23,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,机关党委,2010023,综合管理二级主任科员及以下,参与综合性文字材料的起草；重大活动或会议的会务组织协调工作；协助做好机关党务和行政事务工作。各类资料的归档整理工作。,具有较强的调研与语言文字、沟通表达、组织协调、分析解决问题的能力。有基层党建工作经历者优先。,,False,0,False,0,1
23,,"公共管理类,政治学类,社会学类 ",综合管理,二年,硕士,硕士研究生及以上,24,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,市委外宣办秘书处,2010024,综合管理二级主任科员及以下,参与部门服务保障、会务接待、办公信息化管理及其他行政事务等工作，起草相关文件及工作报告。,大学英语六级及以上。哲学、法学、中国语言文学、图书馆、情报与档案管理专业也可报考。,,False,0,False,0,1
24,,"法学,文学,管理学 ",综合管理,二年,硕士,硕士研究生及以上,25,2,市委宣传部,具有两年以上基层工作经历的人员,中共党员,市委外宣办新闻发布处,2010025,综合管理二级主任科员及以下,协调配合做好重大活动、重要会议和突发事件的新闻报道工作。,大学英语六级及以上。哲学、经济学、历史学专业也可报考,,False,0,False,0,2
25,,"新闻传播学类,政治学类 ",综合管理,二年,硕士,硕士研究生及以上,26,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,市委外宣办研究室,2010026,综合管理二级主任科员及以下,协助新闻发布及国际传播重要规划、制度文件起草；协助新闻发布和国际传播重点课题调研；负责相关文字材料撰写。,大学英语六级及以上。,,False,0,False,0,1
26,,"法学,文学,管理学 ",综合管理,二年,硕士,硕士研究生及以上,27,5,市委宣传部,具有两年以上基层工作经历的人员,中共党员,市文明办,2010027,综合管理二级主任科员及以下,负责起草各类文稿，负责办公室的日常工作，了解本市精神文明创建工作、志愿服务工作和未成年人工作。,有相关经验者优先。,,False,0,False,0,5
27,,法学 ,政法,二年,硕士,硕士研究生及以上,28,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,市委网信办法规处,2010028,综合管理二级主任科员及以下,从事互联网信息服务有关资质的审批及执法监督、行政复议、行政诉讼等工作。,熟悉互联网相关法律法规，具有较强的文字表达能力。通过国家司法考试者优先。,需要参加值班 ,False,0,False,0,1
28,,"法学,管理学,文学 ",综合管理,二年,硕士,硕士研究生及以上,29,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,市委网信办网络管理处,2010029,网络信息内容管理二级主任科员及以下,本市互联网信息内容管理，参与本市网站、新媒体监看管理和行政执法等工作，起草相关文件及调研报告。,有媒体及互联网相关工作经历者优先。,需要参加值班 ,False,0,False,0,1
29,,"管理学,工学 ",综合管理,二年,硕士,硕士研究生及以上,30,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,市委网信办网络管理处,2010030,网络信息内容管理二级主任科员及以下,本市互联网信息内容管理技术平台搭建、指导；互联网新技术、新业务跟踪研究等。,有媒体及互联网相关工作经历者优先。,需要参加值班 ,False,0,False,0,1
30,,"信息与通信工程类,计算机科学与技术类 ",信息管理,二年,硕士,硕士研究生及以上,31,2,市委宣传部,具有两年以上基层工作经历的人员,中共党员,市委网信办网络安全处,2010031,综合管理二级主任科员及以下,统筹协调本市网络安全保障体系和可信体系建设；指导推进本市党政部门、重点行业网络安全保障工作；统筹构建本市关键信息基础设施安全保障体系；协调建立本市网络安全信息共享和通报机制；指导、支持本市网络安全社会组织建设和发展，开展网络安全宣传教育工作；统筹协调网络安全重大突发事件应急处置。,无。,需要参加值班 ,False,0,False,0,2
31,,信息与通信工程类 ,综合管理,二年,硕士,硕士研究生及以上,32,1,市委宣传部,具有两年以上基层工作经历的人员,中共党员,市委网信办信息化工作协调处,2010032,综合管理二级主任科员及以下,统筹协调和指导上海市信息化发展中的重大问题，核心技术及关键设备等的重大科技攻关，公共服务和社会治理信息化、大数据和云计算服务，电子政务建设发展、社会信息资源开放利用、公共数据资源共享和安全监管、跨行业跨部门的互联互通等等，以及落实国家授权的其他信息化相关产业协调指导工作。,无。,需要参加值班。 ,False,0,False,0,1
32,"法学类,行政管理,汉语言文学  ","法学类,行政管理,汉语言文字学 ",综合管理,二年,学士,本科及以上,33,4,市委信访办,具有两年以上基层工作经历的人员,中共党员,用人部门,2010033,业务处室,全日制大学本科及以上毕业，办理人民群众来信，接待人民群众来访，撰写综合信息，协调化解人民内部矛盾。,熟悉有关法规、政策，具有较强的文字表达、沟通协调能力，熟练掌握计算机操作。,熟练掌握本地语言者优先 ,False,0,False,0,4
33,"金融学,法学,会计学  ",不限 ,财经管理,二年,学士,本科及以上,34,2,市金融工作党委、市地方金融监管局,具有两年以上基层工作经历的人员,不限,业务处室,2010034,一级主任科员及以下,从事地方金融监管和协调金融业发展相关工作,具有较强的工作主动性和责任心，吃苦耐劳；有较好的文字综合、沟通协调和语言表达能力；有两年及以上金融监管工作经历或金融业务工作经历或经济金融相关法律、财务工作经历；具有法律职业资格、注册会计师资格的优先考虑。,本科所学专业为：经济学、审计学、财务管理的亦可。 ,False,0,False,0,2
34,,不限 ,综合管理,二年,硕士,硕士研究生及以上,35,3,市金融工作党委、市地方金融监管局,具有两年以上基层工作经历的人员,不限,业务处室,2010035,一级主任科员及以下,从事机关综合管理工作或金融业务相关工作,具有较强的工作主动性和责任心，吃苦耐劳；有较好的文字综合、沟通协调和语言表达能力；具有经济、法律、财务、计算机等相关专业背景或从业经历者优先考虑。,,False,0,False,0,3
35,"哲学类,法学,汉语言文学  ","哲学类,法学,汉语言文字学 ",综合管理,二年,学士,本科及以上,36,2,市级机关工委,具有两年以上基层工作经历的人员,中共党员,宣传部,2010036,党务管理职位二级主任科员及以下,机关党建工作。,具有较强的文字工作能力。,有从事党建或文字工作经历者优先。 ,False,0,False,0,2
36,"哲学类,法学,汉语言文学  ","哲学类,法学,汉语言文字学 ",综合管理,二年,学士,本科及以上,37,1,市级机关工委,具有两年以上基层工作经历的人员,中共党员,基层组织建设指导部,2010037,党务管理职位二级主任科员及以下,机关党建工作。,具有较强的文字工作能力。,有从事党建或文字工作经历者优先。 ,False,0,False,0,1
37,,"法学类,计算机科学与技术类,历史学类 ",综合管理,二年,硕士,硕士研究生及以上,38,2,市档案局,具有两年以上基层工作经历的人员,中共党员,业务处室,2010038,档案业务指导和法制工作职位四级主任科员及以下,协助制定档案条例规章和行政管理制度，配合开展档案业务指导监督和执法检查等。,熟悉信息化、立法审改工作的同志优先。,,False,0,False,0,2
38,,不限 ,综合管理,二年,硕士,硕士研究生及以上,39,2,市政府办公厅,具有两年以上基层工作经历的人员,中共党员,业务处室,2010039,二级主任科员及以下,综合岗位,工作严谨细致，责任心强；作风正派，政治意识强；熟悉机关公文办理，具有较强的文稿起草能力；善于沟通、联络，具有较好的组织协调能力；能够熟练掌握计算机应用技术。具有经济、法律等专业背景或法律从业经历者优先考虑。,,False,0,False,0,2
39,,"经济学,工学,管理学 ",财经管理,二年,硕士,硕士研究生及以上,40,5,市发展改革委,具有两年以上基层工作经历的人员,不限,委机关业务部门,2010040,综合经济管理职位，二级主任科员及以下,从事本市经济体制改革、区域一体化、投资和外资等经济发展有关领域的政策研究和协调管理等工作,熟悉经济学、经济体制改革、区域经济、政府投资管理、外资管理、公共管理的基本理论，具有从事经济研究、经济体制改革、区域经济发展、政府投资管理、外资管理相关领域2年及以上工作经历(含2年及以上基层经历)，具有较强的文字综合、政策研究和综合协调等能力。具有一定的上海工作、学习经历，对上海社会、经济发展情况较为熟悉。政治素质好，身体健康。,,False,0,False,0,5
40,"公共管理类,社会学类 ","公共管理类,社会学类 ",综合管理,二年,学士,本科及以上,41,2,市发展改革委,具有两年以上基层工作经历的人员,不限,委机关业务部门,2010041,社会管理职位，二级主任科员及以下,从事研究制定社会事业、社会保障、人口管理等有关领域的政策研究和协调管理工作。,熟悉社会学、人口学、公共管理等方面的基本理论，具有从事社会事业、社会保障、人口管理等领域2年以上管理工作经历（含2年以上基层经历），具有较强的文字综合、政策研究、沟通协调等能力，具有一定的上海工作、学习经历，对上海社会、经济发展情况较为熟悉。政治素质好，身体健康。,,False,0,False,0,2
41,,管理学 ,综合管理,二年,硕士,硕士研究生及以上,42,2,市发展改革委,具有两年以上基层工作经历的人员,不限,委机关业务部门,2010042,行政管理职位，二级主任科员及以下,从事委机关行政管理、综合文稿、大调研等相关工作,熟悉行政管理基本理论，具有从事机关行政管理、大调研、综合文稿等领域2年以上工作经历（含2年以上基层经历），具有较强的文字综合、沟通协调能力，具有一定的上海工作、学习经历，对上海社会、经济发展情况较为熟悉。政治素质好，身体健康。,,False,0,False,0,2
42,"财务管理,财政学类 ","会计学,财政学 ",财经管理,二年,学士,本科及以上,43,1,市发展改革委,具有两年以上基层工作经历的人员,中共党员,市价格监测与成本调查队,2010043,办公室财务职位，一级科员,承担机关财务管理工作，负责固定资产管理和出纳工作。,熟悉行政事业单位财务管理工作，具有一定财务管理工作经验，热爱机关财务岗位工作，具有一定的上海工作、学习经历。,具有会计相关资格证书。 ,False,0,False,0,1
43,不限 ,不限 ,综合管理,二年,学士,本科及以上,44,1,市教委,具有两年以上基层工作经历的人员,中共党员,业务处室,2010044,党务管理二级主任科员及以下,党务日常管理,无,有学校党务工作经验者优先 ,False,0,False,0,1
44,不限 ,不限 ,综合管理,二年,学士,本科及以上,45,1,市教委,具有两年以上基层工作经历的人员,中共党员,业务处室,2010045,综合管理二级主任科员及以下,行政综合管理,无,有教育行业管理经验者优先 ,False,0,False,0,1
45,"财务管理,会计学,税收学  ","金融学,会计学,财政学 ",财经管理,二年,学士,本科及以上,46,2,市教委,具有两年以上基层工作经历的人员,不限,财务处,2010046,财务管理二级主任科员及以下,财务综合管理,无,熟悉学校财务工作者优先 ,False,0,False,0,2
46,法学类 ,法学类 ,政法,二年,学士,本科及以上,47,2,市民政局,具有两年以上基层工作经历的人员,不限,政策法规处,2010047,二级主任科员及以下,从事民政立法调研、法律文件起草、审核、法宣工作。,具有国家法律职业资格证书，具有法律从业工作经历，能够适应高强度工作。,本科应为法学类专业，不含马克思主义理论、政治学、民族学、监狱学、公安学类等。  ,False,0,False,0,2
47,经济学类 ,"经济学,会计学 ",财经管理,二年,学士,本科及以上,48,2,市民政局,具有两年以上基层工作经历的人员,不限,计划财务处,2010048,二级主任科员及以下,从事财务管理、会计、审计、综合统计等工作。,具有较强的财务分析和文字表达能力，熟悉计算机操作，能适应高强度工作。具有会计或审计工作经历优先。,,False,0,False,0,2
48,"中国语言文学类,公共管理类,社会学类  ","中国语言文学类,公共管理类,社会学类 ",综合管理,二年,学士,本科及以上,49,2,市民政局,具有两年以上基层工作经历的人员,不限,新闻宣传处（研究室）,2010049,二级主任科员及以下,从事政策研究和文稿撰写，参与新闻宣传、舆情处置工作。,具有较高政策理论水平，较强的综合分析和文字表达能力，能够适应高强度工作。,,False,0,False,0,2
49,"社会学类,公共管理类,法学类  ","社会学类,公共管理类,法学类 ",综合管理,二年,学士,本科及以上,50,2,市民政局,具有两年以上基层工作经历的人员,不限,社会团体管理处,2010050,二级主任科员及以下,从事政策调研和文稿撰写，参与协调、联系分管社会组织，依法监管等工作。,具有较高政策理论水平，较强的组织协调和文字表达能力，能够适应高强度工作。,,False,0,False,0,2
50,,法学类 ,政法,二年,硕士,硕士研究生及以上,51,1,市司法局,具有两年以上基层工作经历的人员,不限,市司法局,2010051,法律服务管理职位二级主任科员及以下,从事法律服务管理相关工作,具有国家法律职业资格证书,,False,0,False,0,1
51,,"信息与通信工程类,计算机科学与技术类 ",信息管理,二年,硕士,硕士研究生及以上,52,1,市司法局,具有两年以上基层工作经历的人员,不限,市司法局,2010052,信息技术管理职位二级主任科员及以下,从事信息技术管理相关工作,具有国家法律职业资格证书者优先,,False,0,False,0,1
52,不限 ,不限 ,综合管理,二年,学士,本科及以上,53,3,市财政局,具有两年以上基层工作经历的人员,不限,上海市财政局机关处室,2010053,四级主任科员及以下,市局机关综合管理岗位。,无,最低服务年限5年。 ,False,0,False,0,3
53,经济学 ,经济学 ,财经管理,二年,学士,本科及以上,54,6,市财政局,具有两年以上基层工作经历的人员,不限,上海市财政局机关处室,2010054,四级主任科员及以下,市局机关财政业务管理岗位。,最低服务年限五年。,最低服务年限五年。 ,False,0,False,0,6
54,"财务管理,会计学,审计学  ",会计学 ,财经管理,二年,学士,本科及以上,55,1,市住房和城乡建设委,具有两年以上基层工作经历的人员,不限,业务处室,2010055,财务岗位二级主任科员及以下,从事机关财务管理等相关工作。,无。,熟悉财务会计工作，有项目计划管理经验者优先。 ,False,0,False,0,1
55,,城市规划与设计 ,城市建设管理,二年,硕士,硕士研究生及以上,56,1,市住房和城乡建设委,具有两年以上基层工作经历的人员,不限,业务处室,2010056,业务岗位二级主任科员及以下,从事城市建设领域相关规划设计工作。,无。,熟悉城市规划建设管理和项目前期管理，具有较强的组织协调和语言文字表达能力。 ,False,0,False,0,1
56,,建筑学类 ,城市建设管理,二年,硕士,硕士研究生及以上,57,1,市住房和城乡建设委,具有两年以上基层工作经历的人员,不限,业务处室,2010057,业务岗位二级主任科员及以下,从事城乡建设领域规划与设计等相关工作。,无。,具有规划或设计等相关工作经验。 ,False,0,False,0,1
57,,土木工程类 ,城市建设管理,二年,硕士,硕士研究生及以上,58,1,市住房和城乡建设委,具有两年以上基层工作经历的人员,不限,业务处室,2010058,业务岗位二级主任科员及以下,从事工程类管理等工作。,无,具有相关工作经历者优先。 ,False,0,False,0,1
58,,"桥梁与隧道工程,土木工程类,道路与铁道工程 ",城市建设管理,二年,硕士,硕士研究生及以上,59,1,市住房和城乡建设委,具有两年以上基层工作经历的人员,不限,业务处室,2010059,业务岗位二级主任科员及以下,从事路桥建设管理等工作。,无,具有相关工作经验和一定文字表达能力优先。 ,False,0,False,0,1
59,,"公共卫生与预防医学类,社会医学与卫生事业管理,临床医学类 ",卫生健康管理,二年,硕士,硕士研究生及以上,60,1,市卫生健康委员会,具有两年以上基层工作经历的人员,不限,市卫生健康委员会机关,2010060,妇幼健康处二级主任科员及以下,从事妇幼健康相关业务管理工作。,全国大学英语六级成绩425分以上，熟练掌握计算机操作技能。有责任心，具有较强的组织协调能力、语言表达能力和文字能力。具有妇幼健康相关管理工作经验者优先。,本科阶段为医学相关专业。 ,False,0,False,0,1
60,"中医学类,中西医结合类 ","中医学类,中西医结合类 ",卫生健康管理,二年,学士,本科及以上,61,1,市卫生健康委员会,具有两年以上基层工作经历的人员,不限,市卫生健康委员会机关,2010061,中医药传承发展处四级主任科员及以下,从事本市中医药学术传承项目管理、学科建设、中医药人才教育培训、荣誉表彰等工作。,全国大学英语四级成绩425分以上，熟练掌握计算机操作技能。具有较强的组织协调和沟通能力。,报考对象学历是硕士研究生及以上的，本科阶段专业须为中医学或中西医结合。 ,False,0,False,0,1
61,"法学类,公共卫生与预防医学类,公共事业管理  ","法学类,公共卫生与预防医学类,社会医学与卫生事业管理 ",卫生健康管理,二年,学士,本科及以上,62,1,市卫生健康委员会,具有两年以上基层工作经历的人员,不限,市卫生健康委员会机关,2010062,综合监督处二级主任科员及以下,从事卫生监督管理相关政策制定并指导实施。,全国大学英语四级成绩550分及以上。有相关工作经历者优先。,若报考对象学历为硕士研究生及以上的，其本科阶段专业需为法学、公共卫生与预防医学类或公共事业管理专业，其中公共事业管理专业为卫生方向。本科和研究生阶段专业可以交叉。 ,False,0,False,0,1
62,"临床医学类,公共卫生与预防医学类,中西医临床医学  ","临床医学类,公共卫生与预防医学类,中西医结合临床 ",卫生健康管理,二年,学士,本科及以上,63,1,市卫生健康委员会,具有两年以上基层工作经历的人员,中共党员,市保健局,2010063,保健医疗管理处一级科员,拟定保健定点医疗机构准入和设备配置标准，确定定点医疗机构，负责保健工作相关技术引进、设备配置和基建项目立项，督查评估保健工作医政管理和医疗护理质量。,全国大学英语四级成绩425分以上、熟练掌握word、excel、统计软件等。热爱中国共产党，政治立场坚定。具有较强的保密意识、安全意识，严格遵守保密纪律。具有较强的专业理论功底，熟悉了解卫生工作政策法规、医政管理。熟悉医院运营流程及方法。具有较强的调研与语言文字能力、独立的处理问题能力、较好的组织计划与综合协调能力。工作积极主动，富有责任心和团队协作精神。具有较强的忠诚度，为人正直。身体健康。,具有2年及以上医疗管理工作经验。 ,False,0,False,0,1
63,"临床医学类,中西医临床医学,护理学  ","临床医学类,中西医结合临床,护理学 ",卫生健康管理,二年,学士,本科及以上,64,1,市卫生健康委员会,具有两年以上基层工作经历的人员,中共党员,市保健局,2010064,保健医疗接待处一级科员,承担保健对象医疗任务、医疗保障等工作。,全国大学英语四级成绩425分以上、熟练掌握word、excel、统计软件等。热爱中国共产党，政治立场坚定。具有较强的保密意识、安全意识，严格遵守保密纪律。具有较强的临床医学知识和工作能力、较强的综合协调能力、独立的处理问题能力。工作积极主动、富有责任心和团队协作精神。具有较强的忠诚度，为人正直。身体健康。适应经常加班的工作状态。,具有2年及以上医疗管理工作经验。 ,False,0,False,0,1
64,,"计算机科学与技术类,统计学,管理科学与工程 ",综合管理,二年,硕士,硕士研究生,65,1,市卫生健康委员会,具有两年以上基层工作经历的人员,中共党员,市卫生健康委员会机关,2010065,委办公室二级主任科员及以下,监督指导本市卫生健康行业统计、网络安全和信息化工作。执行国家卫生健康统计和信息化任务。制定卫生健康统计和信息化工作工作制度、规划和统计报表制度，组织开展统计法规执行情况的检查。监督指导全市卫生健康行业关键信息基础设施、重要信息系统的建设、应用和网络安全等级保护工作。组织推进本市卫生健康行业电子政务和公共数据资源整合工作。,全国大学英语六级成绩425分以上。,本科阶段专业应为信息与计算科学、统计学、应用统计学、计算机科学与技术、软件工程、网络工程、信息安全、信息管理与信息系统、医学信息工程。 ,False,0,False,0,1
65,"公共事业管理,公共卫生与预防医学类,行政管理  ",不限 ,综合管理,二年,学士,本科及以上,66,1,市卫生健康委员会,具有两年以上基层工作经历的人员,不限,市卫生健康委员会机关,2010066,疾病预防控制处一级科员,主要从事环境卫生和传染病防控业务工作。,全国大学英语四级成绩425分以上，熟练掌握计算机操作技能。具有较强的语言文字表达和组织协调能力，具有2年以上疾病预防控制工作相关经历优先。,本科阶段公共事业管理专业为卫生方向。 ,False,0,False,0,1
66,,不限 ,综合管理,二年,硕士,硕士研究生及以上,67,1,市卫生健康委员会,具有两年以上基层工作经历的人员,中共党员,市卫生健康委员会机关,2010067,医政医管处二级主任科员及以下,负责推进分级诊疗制度建设，组织实施公立医院绩效考核评价工作，本市医疗服务信息公开工作。,全国大学英语六级成绩425分以上，熟练掌握计算机操作技能。,大学本科阶段专业须为临床医学或公共事业管理卫生方向。 ,False,0,False,0,1
67,,不限 ,综合管理,二年,硕士,硕士研究生及以上,68,1,市卫生健康委员会,具有两年以上基层工作经历的人员,中共党员,市卫生健康委员会机关,2010068,医政医管处二级主任科员及以下,负责本市医疗服务领域行风建设的指导和管理。,全国大学英语六级成绩425分以上、熟练掌握计算机操作技能。,大学本科阶段专业须为临床医学或公共事业管理卫生方向。 ,False,0,False,0,1
68,"马克思主义理论类,新闻传播学类,公共事业管理  ","政治学类,马克思主义理论类,社会医学与卫生事业管理 ",综合管理,二年,学士,本科及以上,69,1,市卫生健康委员会,具有两年以上基层工作经历的人员,中共党员,市卫生健康委员会机关,2010069,机关党委二级主任科员及以下,负责系统党建及日常党员教育管理，组织开展政治理论学习培训、党内专题教育等党务工作。,全国大学英语四级成绩425分以上，熟练掌握计算机操作技能。具有较高政治理论素养，具备扎实的文字功底、较强的组织协调能力，有吃苦耐劳精神。,本科阶段公共事业管理专业为卫生方向；报考对象学历若为硕士研究生及以上的，其本科阶段需为文科类专业；有党务相关工作经历者优先。 ,False,0,False,0,1
